fileyear,Program,Level,Number,MedianAnnualFamilyIncome,Person,IHSS,Child Welfare,Foster Care,DDS,Black,White,Hispanic,Asian_PI,Native_American,Other_missing,Female,Male
2021,CalWorks,State Senate,District 01,99044.4,14332,49,774,335,225,578,8505,2051,339,288,2571,7999,6333
2021,CalWorks,State Senate,District 02,103533.15,14468,76,900,266,224,630,6538,4408,322,803,1767,8205,6263
2021,CalWorks,State Senate,District 03,106738.8,13757,38,435,144,141,3885,2801,4242,620,84,2125,7824,5933
2021,CalWorks,State Senate,District 04,80590.65,32660,95,1037,356,417,3431,11630,7419,1580,282,8318,17779,14881
2021,CalWorks,State Senate,District 05,80123.4,38016,51,934,359,517,5982,6065,16736,2786,89,6358,21099,16917
2021,CalWorks,State Senate,District 06,82241.25,49990,161,1324,357,384,14675,5369,9578,2534,234,17600,27000,22990
2021,CalWorks,State Senate,District 07,144433.8,12614,53,314,104,136,4103,1698,3154,467,36,3156,7125,5489
2021,CalWorks,State Senate,District 08,82776.75,35589,117,1247,554,352,4744,7795,16611,999,314,5126,19828,15761
2021,CalWorks,State Senate,District 09,107091.6,18570,71,566,160,183,8860,720,4855,878,48,3209,10479,8091
2021,CalWorks,State Senate,District 10,138925.5,8778,41,260,59,81,1733,768,3104,677,22,2474,4941,3837
2021,CalWorks,State Senate,District 11,139772.85,8508,66,491,118,124,2418,447,2474,821,25,2323,4975,3533
2021,CalWorks,State Senate,District 12,66550.05,46548,99,1238,454,396,2432,5331,33728,612,112,4333,25502,21046
2021,CalWorks,State Senate,District 14,47826.45,71246,154,1773,742,592,5442,6381,52024,839,251,6309,38892,32354
2021,CalWorks,State Senate,District 15,148576.05,8546,47,483,99,70,674,734,5309,582,30,1217,4741,3805
2021,CalWorks,State Senate,District 16,70920.15,56575,112,1956,832,493,8702,13006,28652,573,166,5476,31500,25075
2021,CalWorks,State Senate,District 17,112395.15,12195,60,439,142,145,439,2781,6934,199,49,1793,6969,5226
2021,CalWorks,State Senate,District 18,80157,25271,127,1566,342,575,1844,3688,18484,363,13,879,14143,11128
2021,CalWorks,State Senate,District 19,91405.65,16982,44,726,238,263,433,5953,8699,118,44,1735,9381,7601
2021,CalWorks,State Senate,District 20,73822.35,38538,106,1557,517,285,6021,2194,25336,450,44,4493,21707,16831
2021,CalWorks,State Senate,District 21,77879.55,59423,240,3393,906,693,18541,7531,28127,442,81,4701,33198,26225
2021,CalWorks,State Senate,District 22,80102.4,22358,58,1286,364,343,869,1312,18336,877,18,946,12708,9650
2021,CalWorks,State Senate,District 23,79464,35688,169,1426,484,211,6579,5351,19307,409,65,3977,19797,15891
2021,CalWorks,State Senate,District 24,58202.55,32324,91,2208,446,524,2892,1139,26444,734,22,1093,18229,14095
2021,CalWorks,State Senate,District 25,108972.15,14685,93,801,223,198,1694,6201,5438,287,18,1047,8096,6589
2021,CalWorks,State Senate,District 26,147434.7,5629,28,338,85,93,1332,1322,2131,251,16,577,3253,2376
2021,CalWorks,State Senate,District 28,88377.45,22041,114,1143,303,121,2159,3445,14182,199,40,2016,12452,9589
2021,CalWorks,State Senate,District 29,104664,14182,52,649,239,132,859,1763,9339,750,21,1450,7974,6208
2021,CalWorks,State Senate,District 30,65694.3,55887,174,3746,767,859,21822,1185,30209,240,64,2367,31672,24215
2021,CalWorks,State Senate,District 31,86915.85,22623,139,1036,387,138,4144,2219,13200,388,24,2648,12745,9878
2021,CalWorks,State Senate,District 33,61719,43999,121,2657,551,630,8002,1236,32058,1063,43,1597,24851,19148
2021,CalWorks,State Senate,District 34,87971.1,17383,72,776,264,105,558,1665,12628,1269,35,1228,9532,7851
2021,CalWorks,State Senate,District 35,73450.65,44142,137,2394,583,611,14682,1411,24725,849,56,2419,24939,19203
2021,CalWorks,State Senate,District 36,124539.45,5420,22,250,64,53,430,1287,2711,122,25,845,3044,2376
2021,CalWorks,State Senate,District 37,131143.95,7750,40,402,137,53,710,1553,4154,259,26,1048,4479,3271
2021,CalWorks,State Senate,District 38,100737,18662,41,430,97,208,1982,3425,4763,257,82,8153,10132,8530
2021,CalWorks,State Senate,District 39,120672.3,8213,30,260,96,99,1631,1006,2515,322,15,2724,4669,3544
2021,CalWorks,State Senate,District 40,100698.15,31492,117,690,212,454,2864,1844,21249,564,253,4718,17779,13713
2021,CalWorks,U.S. Congress,District 01,75407.85,17532,59,882,390,325,612,10286,3089,546,369,2630,9752,7780
2021,CalWorks,U.S. Congress,District 02,110845.35,10146,46,657,171,152,456,4736,2728,280,701,1245,5748,4398
2021,CalWorks,U.S. Congress,District 03,88769.1,19397,43,600,181,225,2485,6698,6519,1190,190,2315,10714,8683
2021,CalWorks,U.S. Congress,District 04,107024.4,8164,25,440,177,128,250,4595,1477,158,130,1554,4574,3590
2021,CalWorks,U.S. Congress,District 05,104590.5,9317,49,423,158,121,2403,2053,3026,392,91,1352,5374,3943
2021,CalWorks,U.S. Congress,District 06,73776.15,44285,130,1202,292,347,13403,5269,8792,2012,219,14590,23871,20414
2021,CalWorks,U.S. Congress,District 07,99093.75,21404,81,509,181,172,4157,3638,3054,925,98,9532,11583,9821
2021,CalWorks,U.S. Congress,District 08,68105.1,44196,147,1433,546,235,9716,8364,20974,381,141,4620,24290,19906
2021,CalWorks,U.S. Congress,District 09,85620.15,30100,49,704,303,405,6890,3825,12308,1971,81,5025,16692,13408
2021,CalWorks,U.S. Congress,District 10,80206.35,23821,43,588,165,276,1449,5423,11574,1330,39,4006,13374,10447
2021,CalWorks,U.S. Congress,District 11,121693.95,10798,29,265,65,107,3644,1033,3334,366,32,2389,6056,4742
2021,CalWorks,U.S. Congress,District 13,112642.95,14212,60,458,133,140,7050,502,3407,697,34,2522,8045,6167
2021,CalWorks,U.S. Congress,District 15,146596.8,6415,38,152,47,74,1510,599,1952,431,15,1908,3607,2808
2021,CalWorks,U.S. Congress,District 16,56925.75,55302,152,1683,678,461,6210,5902,35930,1085,217,5958,30084,25218
2021,CalWorks,U.S. Congress,District 17,162995.7,4023,21,185,40,28,475,415,1614,438,13,1068,2263,1760
2021,CalWorks,U.S. Congress,District 18,185375.4,2706,12,154,36,26,262,473,1368,129,18,456,1528,1178
2021,CalWorks,U.S. Congress,District 19,126959.7,9333,49,460,103,76,629,815,6155,557,26,1151,5200,4133
2021,CalWorks,U.S. Congress,District 20,93771.3,14257,61,342,93,115,318,1404,11177,105,30,1223,7910,6347
2021,CalWorks,U.S. Congress,District 21,52088.4,45200,83,1194,538,379,3631,3901,33489,292,111,3776,24720,20480
2021,CalWorks,U.S. Congress,District 22,77055.3,38523,82,1084,480,357,2957,5425,24932,757,173,4279,21448,17075
2021,CalWorks,U.S. Congress,District 23,74861.85,40844,94,1538,637,418,6895,9651,20234,353,113,3598,22850,17994
2021,CalWorks,U.S. Congress,District 24,97725.6,11894,44,529,164,168,260,6119,3764,76,53,1622,6622,5272
2021,CalWorks,U.S. Congress,District 25,97913.55,29851,136,2346,536,532,10413,3391,13976,246,46,1779,16828,13023
2021,CalWorks,U.S. Congress,District 26,104051.85,9329,24,364,138,190,282,1463,6428,101,15,1040,5274,4055
2021,CalWorks,U.S. Congress,District 28,95618.25,12315,71,543,94,168,852,5880,4669,264,22,628,6809,5506
2021,CalWorks,U.S. Congress,District 29,68566.05,23002,110,1453,330,514,1578,2979,17433,280,12,720,12844,10158
2021,CalWorks,U.S. Congress,District 31,79653,32442,114,1133,444,202,6587,2426,19079,388,51,3911,18074,14368
2021,CalWorks,U.S. Congress,District 32,84810.6,19960,54,1125,356,312,960,1316,16290,509,17,868,11366,8594
2021,CalWorks,U.S. Congress,District 34,56064.75,25258,69,1692,308,427,2705,711,20309,634,18,881,14215,11043
2021,CalWorks,U.S. Congress,District 35,74046,23602,61,1056,329,193,2908,1363,16261,307,25,2738,13366,10236
2021,CalWorks,U.S. Congress,District 36,69960.45,25591,142,1373,365,118,3577,3867,15772,170,49,2156,14351,11240
2021,CalWorks,U.S. Congress,District 37,81834.9,28166,96,1846,437,443,12726,961,12741,198,44,1496,16115,12051
2021,CalWorks,U.S. Congress,District 39,111564.6,7898,33,393,155,78,500,1049,5191,435,14,709,4479,3419
2021,CalWorks,U.S. Congress,District 40,56886.9,38534,95,2449,480,583,5294,708,31212,170,23,1127,21575,16959
2021,CalWorks,U.S. Congress,District 41,78902.25,19799,111,926,327,124,3897,1809,11744,278,22,2049,11177,8622
2021,CalWorks,U.S. Congress,District 42,104092.8,10952,88,477,160,77,1226,2239,5610,224,12,1641,6237,4715
2021,CalWorks,U.S. Congress,District 43,76810.65,31096,124,1757,384,414,11517,965,16427,478,38,1671,17613,13483
2021,CalWorks,U.S. Congress,District 44,64640.1,41779,110,2491,572,594,12088,984,26338,632,40,1697,23618,18161
2021,CalWorks,U.S. Congress,District 45,138945.45,5193,26,275,109,33,564,1043,2563,189,23,811,2971,2222
2021,CalWorks,U.S. Congress,District 46,77679,17688,54,808,258,112,601,1365,13683,606,22,1411,9712,7976
2021,CalWorks,U.S. Congress,District 47,90008.1,17845,64,998,264,229,3795,1422,9970,1417,35,1206,10084,7761
2021,CalWorks,U.S. Congress,District 48,120603,5888,41,288,82,40,255,1304,3209,486,21,613,3317,2571
2021,CalWorks,U.S. Congress,District 49,116916.45,4328,14,190,43,44,343,949,2208,101,18,709,2453,1875
2021,CalWorks,U.S. Congress,District 50,96178.95,12204,25,269,68,132,894,2468,3463,166,73,5140,6649,5555
2021,CalWorks,U.S. Congress,District 51,60808.65,27956,101,594,180,397,2288,1487,19542,413,253,3973,15790,12166
2021,CalWorks,U.S. Congress,District 53,100698.15,15539,48,421,131,182,2877,1879,4822,415,19,5527,8587,6952
2021,FPACT,State Assembly,District 02,86987.25,11108,0,95,28,12,303,4766,4600,320,329,790,9135,1973
2021,FPACT,State Assembly,District 03,71725.5,9061,0,65,16,18,343,3910,3618,368,208,614,7873,1188
2021,FPACT,State Assembly,District 10,133427.7,13810,0,94,12,14,296,2893,9124,324,103,1070,10038,3772
2021,FPACT,State Assembly,District 18,94571.4,13153,0,131,40,14,2392,946,7258,968,73,1516,10980,2173
2021,FPACT,State Assembly,District 46,80509.8,16318,0,264,15,13,744,1652,11571,487,32,1832,13998,2320
2021,FPACT,State Assembly,District 54,95733.75,9583,0,146,17,14,1965,1157,5072,478,30,881,7541,2042
2021,FPACT,State Senate,District 01,99044.4,7578,0,71,15,11,277,4546,1863,311,201,380,6554,1024
2021,FPACT,State Senate,District 02,103533.15,24278,0,182,43,25,598,7579,13223,626,448,1804,18871,5407
2021,FPACT,State Senate,District 09,107091.6,23094,0,186,55,23,4074,2223,12000,1835,126,2836,19280,3814
2021,FPACT,State Senate,District 12,66550.05,22936,0,142,18,12,372,1900,19045,429,58,1132,20047,2889
2021,FPACT,State Senate,District 14,47826.45,20789,0,218,49,13,719,2110,16300,436,95,1129,17128,3661
2021,FPACT,State Senate,District 17,112395.15,22708,0,115,24,14,416,7347,12471,952,136,1386,18714,3994
2021,FPACT,State Senate,District 19,91405.65,24668,0,149,21,14,382,4159,17898,571,152,1506,21597,3071
2021,FPACT,State Senate,District 24,58202.55,32192,0,455,14,25,1424,2825,23642,2111,92,2098,26134,6058
2021,FPACT,State Senate,District 25,108972.15,12921,0,148,16,14,1029,3087,6225,969,56,1555,10521,2400
2021,FPACT,State Senate,District 40,100698.15,22101,0,143,11,22,1529,2164,15207,1433,95,1673,18556,3545
2021,FPACT,U.S. Congress,District 01,75407.85,10953,0,98,24,22,433,6300,2768,437,327,688,9391,1562
2021,FPACT,U.S. Congress,District 02,110845.35,18705,0,131,28,16,446,6401,9654,457,316,1431,14425,4280
2021,FPACT,U.S. Congress,District 05,104590.5,16570,0,126,23,14,1151,3143,9945,772,183,1376,13229,3341
2021,FPACT,U.S. Congress,District 13,112642.95,16479,0,154,47,20,3116,1777,8027,1441,98,2020,13671,2808
2021,FPACT,U.S. Congress,District 24,97725.6,23162,0,124,21,15,387,7718,12984,724,120,1229,19281,3881
2021,FPACT,U.S. Congress,District 34,56064.75,24236,0,342,12,19,1457,2051,17009,1889,79,1751,19556,4680
2021,FPACT,U.S. Congress,District 51,60808.65,17775,0,125,11,17,1005,1677,12744,893,74,1382,14984,2791
2021,MediCal,State Assembly,District 01,78779.4,165828,6603,3445,1378,4536,2260,109812,20292,4128,4171,25165,85749,80079
2021,MediCal,State Assembly,District 02,86987.25,176356,7087,3751,1224,4485,2395,83934,42367,4598,8735,34327,91604,84752
2021,MediCal,State Assembly,District 03,71725.5,217433,7811,3985,1576,5737,5149,97617,68730,17601,2614,25722,113900,103533
2021,MediCal,State Assembly,District 04,99744.75,154463,6211,1981,662,3835,3456,49076,68660,6434,1674,25163,82295,72168
2021,MediCal,State Assembly,District 05,81869.55,174328,5280,3106,1253,3589,2250,72691,70637,2618,1752,24380,91153,83175
2021,MediCal,State Assembly,District 06,126485.1,91038,4643,1096,490,3687,2815,41420,13452,7277,488,25586,48202,42836
2021,MediCal,State Assembly,District 07,80375.4,223800,11590,3477,1209,4553,28679,43840,58058,26189,1501,65533,118142,105658
2021,MediCal,State Assembly,District 08,80117.1,210102,9844,3021,1045,5044,24020,57703,37574,15690,1270,73845,110668,99434
2021,MediCal,State Assembly,District 09,86739.45,205348,10043,2292,932,5535,25731,26046,56368,40947,919,55337,109553,95795
2021,MediCal,State Assembly,District 10,133427.7,122600,4993,1409,460,2838,3333,33592,55837,5160,658,24020,64307,58293
2021,MediCal,State Assembly,District 11,104494.95,166000,6441,2333,1069,4681,26888,31830,50897,15489,630,40266,90299,75701
2021,MediCal,State Assembly,District 12,83538,184918,5573,1978,967,4217,5520,49765,85164,14679,449,29341,100499,84419
2021,MediCal,State Assembly,District 13,77075.25,248966,5903,3860,1608,5875,27803,32133,112283,38606,650,37491,132377,116589
2021,MediCal,State Assembly,District 14,108680.25,158687,5459,1782,710,3499,20245,26852,53653,17613,491,39833,85004,73683
2021,MediCal,State Assembly,District 15,120084.3,138298,5690,1309,390,2414,23313,16089,42458,15578,263,40597,74192,64106
2021,MediCal,State Assembly,District 16,188087.55,59548,2622,419,154,1917,2719,15061,10015,12862,142,18749,32291,27257
2021,MediCal,State Assembly,District 17,139799.1,166038,16964,2100,377,1915,14921,15725,37046,49720,438,48188,83234,82804
2021,MediCal,State Assembly,District 18,94571.4,226401,12257,2960,780,4059,48239,14648,68466,42855,476,51717,118704,107697
2021,MediCal,State Assembly,District 19,139749.75,108280,8213,730,224,1848,3210,10562,18563,44890,144,30911,58095,50185
2021,MediCal,State Assembly,District 20,126540.75,149542,6686,1326,407,3593,11633,13043,48449,35619,318,40480,80647,68895
2021,MediCal,State Assembly,District 21,64882.65,293343,6710,4116,1479,4798,10172,50443,186863,13686,571,31608,155858,137485
2021,MediCal,State Assembly,District 22,165570.3,96649,3101,538,170,2472,1669,13824,43334,14445,139,23238,50913,45736
2021,MediCal,State Assembly,District 23,84595.35,201451,8887,3604,1966,4944,14494,38138,76842,17705,1696,52576,108891,92560
2021,MediCal,State Assembly,District 24,193505.55,84911,3690,537,129,1583,2725,10864,40598,13790,126,16808,45175,39736
2021,MediCal,State Assembly,District 25,151313.4,109729,6957,763,216,2564,3587,9566,28360,44269,252,23695,59261,50468
2021,MediCal,State Assembly,District 26,57968.4,294472,5715,4323,1785,6004,3810,45233,192685,6552,2807,43385,155888,138584
2021,MediCal,State Assembly,District 27,111683.25,198360,10470,2121,442,3484,5152,11111,94612,55680,548,31257,104383,93977
2021,MediCal,State Assembly,District 28,179207.7,82512,4922,773,230,2165,3434,15378,28875,16154,256,18415,44285,38227
2021,MediCal,State Assembly,District 29,129249.75,126114,4370,1093,322,2248,3088,33762,52089,8545,375,28255,65595,60519
2021,MediCal,State Assembly,District 30,87691.8,257599,7153,1984,610,3900,1729,16897,191747,5807,307,41112,135694,121905
2021,MediCal,State Assembly,District 31,49591.5,338476,12393,5116,1955,5206,14698,24672,211583,15046,1307,71170,176862,161614
2021,MediCal,State Assembly,District 32,50552.25,316883,6272,4895,1748,4913,15044,28471,228464,7115,629,37160,166721,150162
2021,MediCal,State Assembly,District 33,65211.3,272098,10422,7414,3715,4658,37518,64856,132436,5557,1073,30658,144721,127377
2021,MediCal,State Assembly,District 34,79934.4,222158,4751,4210,2294,5309,14590,61410,103262,10918,635,31343,120227,101931
2021,MediCal,State Assembly,District 35,90454.35,189786,4733,2905,1057,4392,2071,87122,55929,3483,594,40587,101762,88024
2021,MediCal,State Assembly,District 36,72199.05,263088,13079,11778,4408,7478,53927,43911,138416,5906,456,20472,140622,122466
2021,MediCal,State Assembly,District 37,103824,139742,3329,1551,598,3980,1744,48598,55365,3261,431,30343,74545,65197
2021,MediCal,State Assembly,District 38,123257.4,117621,6271,1782,742,4203,4265,35416,48546,11250,191,17953,63423,54198
2021,MediCal,State Assembly,District 39,78892.8,243705,13826,4568,999,5254,7197,40393,168423,8609,198,18885,128998,114707
2021,MediCal,State Assembly,District 40,80894.1,219842,8016,4898,1884,4040,28116,33084,113836,13479,468,30859,118328,101514
2021,MediCal,State Assembly,District 41,115222.8,124744,6726,2611,1029,3448,12399,27536,54363,12107,181,18158,66570,58174
2021,MediCal,State Assembly,District 42,76504.05,199952,9726,4637,1626,3215,15205,62564,87457,5819,855,28052,106191,93761
2021,MediCal,State Assembly,District 43,97678.35,174608,25417,1662,342,2973,5079,90930,45378,15396,205,17620,93172,81436
2021,MediCal,State Assembly,District 44,110927.25,152012,4013,1671,583,4328,1935,22877,90252,5740,219,30989,82016,69996
2021,MediCal,State Assembly,District 45,104099.1,177932,11307,2438,764,4468,9538,51609,81285,16481,164,18855,96002,81930
2021,MediCal,State Assembly,District 46,80509.8,218823,13277,3561,831,4657,9486,50577,124314,13496,169,20781,117797,101026
2021,MediCal,State Assembly,District 47,73377.15,264670,8780,4793,1988,4376,23624,18886,179699,8497,299,33665,143656,121014
2021,MediCal,State Assembly,District 48,86008.65,197871,8458,3338,1358,5049,4299,15366,128990,27941,170,21105,108312,89559
2021,MediCal,State Assembly,District 49,80993.85,208231,12889,2972,629,3594,2949,10705,78071,95955,151,20400,110557,97674
2021,MediCal,State Assembly,District 50,145977.3,91425,8454,727,195,1614,6399,41421,18873,6775,225,17732,48506,42919
2021,MediCal,State Assembly,District 51,66413.55,228683,11247,4423,1012,4338,4522,13193,162228,21922,210,26608,122912,105771
2021,MediCal,State Assembly,District 52,74299.05,243108,7312,5176,1597,4825,13512,20184,158938,16522,260,33692,130752,112356
2021,MediCal,State Assembly,District 53,49287,321434,13143,7101,956,4966,22937,18479,204388,32252,538,42840,162121,159313
2021,MediCal,State Assembly,District 54,95733.75,171229,9538,3616,970,3613,42764,23500,71397,8090,490,24988,89794,81435
2021,MediCal,State Assembly,District 55,116074.35,123300,4948,1422,639,2809,2874,16156,46545,36303,154,21268,66748,56552
